0.57504  1.39530
0.72230  1.39299
0.14766  1.38803
0.44927  1.39532
0.18525  1.38950
0.81146  1.39040
0.70322  1.39343
0.60875  1.39499
0.63698  1.39463
0.94404  1.38488
0.10376  1.38611
0.93634  1.38526
0.46091  1.39539
0.49585  1.39552
0.14056  1.38773
0.01324  1.38148
0.57955  1.39527
0.73851  1.39259
0.31481  1.39334
0.39117  1.39472
0.25415  1.39178
0.90312  1.38680
0.82796  1.38982
0.37554  1.39449
0.12396  1.38702
0.70233  1.39345
0.16709  1.38881
0.40503  1.39490
0.47897  1.39548
0.51455  1.39554
0.49072  1.39551
0.16660  1.38879
0.80926  1.39047
0.70777  1.39333
0.45905  1.39538
0.80276  1.39069
0.93904  1.38513
0.25912  1.39192
0.84970  1.38901
0.49664  1.39552
0.80563  1.39059
0.71160  1.39324
0.57440  1.39531
0.45328  1.39535
0.00655  1.38110
0.05119  1.38353
0.70765  1.39333
0.19360  1.38980
0.39034  1.39471
0.61985  1.39486
0.08023  1.38500
0.01692  1.38169
0.19092  1.38971
0.18230  1.38939
0.42897  1.39515
0.10960  1.38638
0.93450  1.38535
0.60399  1.39504
0.16089  1.38857
0.73933  1.39257
0.72099  1.39302
0.78340  1.39131
0.44073  1.39526
0.19902  1.39000
0.58897  1.39519
0.91346  1.38633
0.58414  1.39523
0.09010  1.38547
0.80834  1.39050
0.36393  1.39430
0.99709  1.38213
0.36612  1.39434
0.85524  1.38879
0.41024  1.39496
0.08868  1.38540
0.51384  1.39554
0.95964  1.38410
0.25545  1.39182
0.46964  1.39544
0.81530  1.39027
0.88037  1.38778
0.76291  1.39192
0.18090  1.38934
0.81274  1.39035
0.56227  1.39539
0.63990  1.39459
0.85318  1.38887
0.65386  1.39437
0.62438  1.39480
0.48093  1.39548
0.33318  1.39374
0.71139  1.39325
0.98002  1.38305
0.72658  1.39289
0.00907  1.38125
0.79487  1.39095
0.01471  1.38156
0.74427  1.39244
0.48771  1.39551
0.96874  1.38364
0.56513  1.39537
0.55698  1.39542
0.40804  1.39493
0.78691  1.39120
0.82412  1.38996
0.28910  1.39273
0.58679  1.39521
0.99611  1.38218
0.31740  1.39340
0.86250  1.38851
0.77937  1.39143
0.05768  1.38387
0.28687  1.39268
0.44733  1.39531
0.57431  1.39531
0.31674  1.39339
0.40321  1.39487
0.37822  1.39453
0.12551  1.38709
0.20035  1.39005
0.40245  1.39487
0.80572  1.39059
0.94320  1.38492
0.35921  1.39422
0.38449  1.39462
0.02422  1.38209
0.01890  1.38180
0.35399  1.39413
0.46726  1.39543
0.84992  1.38900
0.43938  1.39524
0.01572  1.38162
0.80208  1.39071
0.40615  1.39491
0.96225  1.38397
0.43388  1.39520
0.62129  1.39484
0.38937  1.39469
0.97552  1.38328
0.11589  1.38666
0.70756  1.39333
0.15802  1.38845
0.86389  1.38845
0.95263  1.38446
0.10051  1.38596
0.52081  1.39553
0.15625  1.38838
0.46770  1.39543
0.84467  1.38920
0.75288  1.39220
0.35662  1.39418
0.43971  1.39525
0.44506  1.39529
0.38154  1.39458
0.07155  1.38457
0.39946  1.39483
0.44369  1.39528
0.54039  1.39549
